card_id,faction,row,type,strength,effect,rarity,ability_tags,name_group,bond_group,muster_group,display_name,effect_text,deck_limit,source_set
mo_kayran,monsters,melee,unit,8,hero,Hero,morale;agile,mo_kayran,,,Кейран,"Герой: не подвержен погоде, казни, рогу и большинству способностей.; Боевой дух: дает +1 всем другим обычным картам в этом ряду.; Гибкая карта: может быть сыграна в ближний или дальний ряд.",1,witcher3_base
mo_leshen,monsters,ranged,unit,10,hero,Hero,,mo_leshen,,,Леший,"Герой: не подвержен погоде, казни, рогу и большинству способностей.",1,witcher3_base
gwent_unit_19,monsters,melee,unit,2,muster,Common,,mo_nekker,,nekker,Накер,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
gwent_unit_20,monsters,melee,unit,2,muster,Common,,mo_nekker,,nekker,Накер,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_nekker_3,monsters,melee,unit,2,muster,Common,,mo_nekker,,nekker,Накер,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_plague_maiden,monsters,melee,unit,5,none,Common,,mo_plague_maiden,,,Моровая дева,Без особого эффекта.,1,witcher3_base
mo_vampire_bruxa,monsters,melee,unit,4,muster,Common,,mo_vampire_bruxa,,vampire,Вампир: Брукса,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_vampire_ekimmara,monsters,melee,unit,4,muster,Common,,mo_vampire_ekimmara,,vampire,Вампир: Экимма,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_vampire_fleder,monsters,melee,unit,4,muster,Common,,mo_vampire_fleder,,vampire,Вампир: Фледер,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_vampire_garkain,monsters,melee,unit,4,muster,Common,,mo_vampire_garkain,,vampire,Вампир: Гаркаин,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_vampire_katakan,monsters,melee,unit,5,muster,Common,,mo_vampire_katakan,,vampire,Вампир: Катакан,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_werewolf,monsters,melee,unit,5,none,Common,,mo_werewolf,,,Вервольф,Без особого эффекта.,1,witcher3_base
mo_wyvern,monsters,ranged,unit,2,none,Common,,mo_wyvern,,,Виверна,Без особого эффекта.,1,witcher3_base
gwent_weather_frost,neutral,weather,special,0,weather_melee,Special,,neutral_biting_frost,,,Мороз,Мороз: сила всех обычных карт ближнего ряда у обоих игроков становится 1.,1,witcher3_base
neutral_biting_frost_2,neutral,weather,special,0,weather_melee,Special,,neutral_biting_frost,,,Мороз,Мороз: сила всех обычных карт ближнего ряда у обоих игроков становится 1.,1,witcher3_base
neutral_biting_frost_3,neutral,weather,special,0,weather_melee,Special,,neutral_biting_frost,,,Мороз,Мороз: сила всех обычных карт ближнего ряда у обоих игроков становится 1.,1,witcher3_base
gwent_clear_weather,neutral,special,special,0,clear_weather,Special,,neutral_clear_weather,,,Ясная погода,Ясная погода: убирает все погодные эффекты со стола.,1,witcher3_base
neutral_clear_weather_2,neutral,special,special,0,clear_weather,Special,,neutral_clear_weather,,,Ясная погода,Ясная погода: убирает все погодные эффекты со стола.,1,witcher3_base
neutral_clear_weather_3,neutral,special,special,0,clear_weather,Special,,neutral_clear_weather,,,Ясная погода,Ясная погода: убирает все погодные эффекты со стола.,1,witcher3_base
gwent_horn,neutral,special,special,0,commanders_horn,Special,,neutral_commanders_horn,,,Командирский рог,Командирский рог: удваивает силу обычных карт выбранного вашего ряда.,1,witcher3_base
neutral_commanders_horn_2,neutral,special,special,0,commanders_horn,Special,,neutral_commanders_horn,,,Командирский рог,Командирский рог: удваивает силу обычных карт выбранного вашего ряда.,1,witcher3_base
neutral_commanders_horn_3,neutral,special,special,0,commanders_horn,Special,,neutral_commanders_horn,,,Командирский рог,Командирский рог: удваивает силу обычных карт выбранного вашего ряда.,1,witcher3_base
neutral_commanders_horn_4,neutral,special,special,0,commanders_horn,Special,,neutral_commanders_horn,,,Командирский рог,Командирский рог: удваивает силу обычных карт выбранного вашего ряда.,1,witcher3_base
gwent_decoy,neutral,special,special,0,decoy,Special,,neutral_decoy,,,Чучело,Чучело: возвращает вашу обычную карту со стола в руку и уходит в сброс.,1,witcher3_base
neutral_decoy_2,neutral,special,special,0,decoy,Special,,neutral_decoy,,,Чучело,Чучело: возвращает вашу обычную карту со стола в руку и уходит в сброс.,1,witcher3_base
neutral_decoy_3,neutral,special,special,0,decoy,Special,,neutral_decoy,,,Чучело,Чучело: возвращает вашу обычную карту со стола в руку и уходит в сброс.,1,witcher3_base
neutral_emiel_regis,neutral,melee,unit,5,none,Common,,neutral_emiel_regis,,,Эмиель Регис Рогеллек Терзиефф,Без особого эффекта.,1,witcher3_base
rare_gwent_03,neutral,melee,unit,15,hero,Hero,,rare_gwent_03,,,Цирилла Фиона Элен Рианнон,"Герой: не подвержен погоде, казни, рогу и большинству способностей.",1,witcher3_base
rare_gwent_02,neutral,melee,unit,15,hero,Hero,,rare_gwent_02,,,Геральт из Ривии,"Герой: не подвержен погоде, казни, рогу и большинству способностей.",1,witcher3_base
gwent_weather_fog,neutral,weather,special,0,weather_ranged,Special,,neutral_impenetrable_fog,,,Непроницаемый туман,Туман: сила всех обычных карт дальнего ряда у обоих игроков становится 1.,1,witcher3_base
neutral_impenetrable_fog_2,neutral,weather,special,0,weather_ranged,Special,,neutral_impenetrable_fog,,,Непроницаемый туман,Туман: сила всех обычных карт дальнего ряда у обоих игроков становится 1.,1,witcher3_base
neutral_impenetrable_fog_3,neutral,weather,special,0,weather_ranged,Special,,neutral_impenetrable_fog,,,Непроницаемый туман,Туман: сила всех обычных карт дальнего ряда у обоих игроков становится 1.,1,witcher3_base
rare_gwent_04,neutral,melee,unit,0,hero,Hero,spy,rare_gwent_04,,,Таинственный эльф,"Герой: не подвержен погоде, казни, рогу и большинству способностей.; Шпион: кладется на сторону соперника и дает вам добор двух карт.",1,witcher3_base
gwent_scorch,neutral,special,special,0,scorch,Special,,neutral_scorch,,,Казнь,Казнь: уничтожает самые сильные обычные карты на столе.,1,witcher3_base
neutral_scorch_2,neutral,special,special,0,scorch,Special,,neutral_scorch,,,Казнь,Казнь: уничтожает самые сильные обычные карты на столе.,1,witcher3_base
neutral_scorch_3,neutral,special,special,0,scorch,Special,,neutral_scorch,,,Казнь,Казнь: уничтожает самые сильные обычные карты на столе.,1,witcher3_base
gwent_weather_rain,neutral,weather,special,0,weather_siege,Special,,neutral_torrential_rain,,,Ливень,Ливень: сила всех обычных карт осадного ряда у обоих игроков становится 1.,1,witcher3_base
neutral_torrential_rain_2,neutral,weather,special,0,weather_siege,Special,,neutral_torrential_rain,,,Ливень,Ливень: сила всех обычных карт осадного ряда у обоих игроков становится 1.,1,witcher3_base
neutral_torrential_rain_3,neutral,weather,special,0,weather_siege,Special,,neutral_torrential_rain,,,Ливень,Ливень: сила всех обычных карт осадного ряда у обоих игроков становится 1.,1,witcher3_base
neutral_triss,neutral,melee,unit,7,hero,Hero,,neutral_triss,,,Трисс Меригольд,"Герой: не подвержен погоде, казни, рогу и большинству способностей.",1,witcher3_base
neutral_vesemir,neutral,melee,unit,6,none,Common,,neutral_vesemir,,,Весемир,Без особого эффекта.,1,witcher3_base
rare_gwent_06,neutral,melee,unit,2,commanders_horn,Uncommon,,rare_gwent_06,,,Лютик,Командирский рог: удваивает силу обычных карт выбранного вашего ряда.,1,witcher3_base
neutral_villentretenmerth,neutral,melee,unit,7,scorch_melee,Uncommon,,neutral_villentretenmerth,,,Виллентретенмерт,Казнь ближнего ряда: уничтожает сильнейшие обычные карты ближнего ряда соперника при сумме ряда 10+.,1,witcher3_base
rare_gwent_05,neutral,ranged,unit,7,hero,Hero,medic,rare_gwent_05,,,Йеннифэр из Венгерберга,"Герой: не подвержен погоде, казни, рогу и большинству способностей.; Лекарь: выбирает обычную карту из вашего сброса и сразу играет ее.",1,witcher3_base
neutral_zoltan,neutral,melee,unit,5,none,Common,,neutral_zoltan,,,Золтан Хивай,Без особого эффекта.,1,witcher3_base
